nctId,briefTitle,overallStatus,startDate,firstPosted,completionDate,studyType,phases,enrollment,leadSponsor,sponsorClass,conditions,nLocations,countries
NCT07304050,Predicting ICU Transfers and Other Unforeseen Events (PICTURE)-Pediatric,RECRUITING,2026-02-09,2025-12-26,2027-01,INTERVENTIONAL,NA,375,University of Michigan,OTHER,Clinical Deterioration,1,United States
NCT04636996,Effects of AI Assisted Follow-up Strategy on Secondary Prevention in CABG Patients,UNKNOWN,2021-01-01,2020-11-19,2022-12-31,INTERVENTIONAL,NA,200,"Chinese Academy of Medical Sciences, Fuwai Hospital",OTHER,Coronary Heart Disease | Artificial Intelligence | Sleep Apnea,1,China
NCT06982482,Artificial Intelligence Based Models for Primary Sjögren's Syndrome Diagnosis,COMPLETED,2013-01-01,2025-05-21,2025-01-01,OBSERVATIONAL,,27432,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,OTHER,Primary Sjögren&#39;s Syndrome (pSS),1,China
NCT04999007,Artificial Intelligence Assists Surgeons' Decision Making,RECRUITING,2021-09-02,2021-08-10,2025-10,INTERVENTIONAL,NA,616,Jichao Qin,OTHER,Rectal Cancer,1,China
NCT05176899,Real-World Evaluation of Eko Murmur Analysis Software in a Point of Care Setting,TERMINATED,2022-03-11,2022-01-04,2024-01-18,OBSERVATIONAL,,103,"Eko Devices, Inc.",INDUSTRY,"Murmur, Heart | Innocent Murmurs | Heart Murmurs | Pathologic Murmur",1,United States
NCT04864587,Artificial Intelligence in Image Recognition of Pouchoscopies in Patients With Restorative Proctocolectomy,COMPLETED,2021-06-01,2021-04-29,2023-06-01,OBSERVATIONAL,,500,Theresienkrankenhaus und St. Hedwig-Klinik GmbH,OTHER,"Pouches, Ileoanal",1,Germany
NCT04787393,Lancashire Objective Volume Evaluation of Leg Oedema in Heart Failure Second Pilot,COMPLETED,2022-06-07,2021-03-08,2022-10-26,OBSERVATIONAL,,23,Heartfelt Technologies,INDUSTRY,Heart Failure,1,United Kingdom
NCT06404164,Pulmonary Watershed Topographic Map Navigation for Lung Nodule Resection,RECRUITING,2022-01-30,2024-05-08,2027-12-30,INTERVENTIONAL,NA,3000,Guangdong Provincial People's Hospital,OTHER,"Pulmonary Function Assessment | Disease Free Survival | NSCLC, Stage I",1,China
NCT07577609,AI-assisted CT for Risk Stratification in Coronary Artery Disease (ACTION),RECRUITING,2022-12-21,2026-05-11,2032-12-21,OBSERVATIONAL,,10000,University of Galway,OTHER,"Coronary Artery Disease (CAD) | Computed Tomography Angiography | Biomarkers | AI (Artificial Intelligence) | Lipoprotein(a) | Atheroscleroses, Coronary | Myocardial Ischemia",1,Ireland
NCT07788209,Scaffolding in AI-Empowered Cognitive Training Improves Outcomes in Cognitive Impairment,ACTIVE_NOT_RECRUITING,2026-08-15,2026-08-26,2027-08-25,OBSERVATIONAL,,516,"Xuanwu Hospital, Beijing",OTHER,Cognitive Impairment,1,China
NCT07562763,Estimation and Prediction of Individual Benefit From Postoperative Adjuvant Transcatheter Arterial Chemoembolization For Patients With Hepatocellular Carcinoma,COMPLETED,2018-01-01,2026-05-01,2025-12-31,OBSERVATIONAL,,1005,Anhui Provincial Hospital,OTHER_GOV,Hepatocellular Carcinoma (HCC) | Transarterial Chemoembolization | Adjuvant Therapy | Machine Learning | Treatment Effectiveness,1,China
NCT07651644,Two-component Radiology-guided Autonomous Cascade Engine (TRACE),RECRUITING,2026-06-18,2026-06-16,2026-08-07,INTERVENTIONAL,NA,54,Liaoning Cancer Hospital & Institute,OTHER,Gastric Cancer (Diagnosis),1,China
NCT05308563,Fall Risk Assessment Using Hybrid Machine Learning and Deep Learning Approaches and a Novel Posturography,UNKNOWN,2022-04,2022-04-04,2023-12,OBSERVATIONAL,,500,National Taiwan University Hospital,OTHER,Age Problem | Fall,0,
NCT04087564,The Impact of Music on Nociceptive Processing,COMPLETED,2019-06-13,2019-09-12,2023-05-23,INTERVENTIONAL,NA,111,Brigham and Women's Hospital,OTHER,"Pain, Acute | Pain, Chronic | Anxiety | Anxiety Disorders | Catastrophization | Healthy",1,United States
NCT06293612,Constructing a Multimodal Imaging System to Predict the Risk of Heterochronous Metastasis of Rectal Cancer,COMPLETED,2015-01-01,2024-03-05,2022-11-30,OBSERVATIONAL,,302,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",OTHER,Locally Advanced Rectal Cancer | Distant Metastasis,1,China
NCT06667401,Exploring the Efficacy of Assistive Artificial Intelligence for Ultrasound Guided Regional Anesthesia in Residency Training,COMPLETED,2025-03-10,2024-10-31,2026-01-01,OBSERVATIONAL,,20,Medical College of Wisconsin,OTHER,Regional Anesthesia,1,United States
NCT05509101,Improving Myoelectric Prosthetic and Orthotic Limb Control,RECRUITING,2017-03-01,2022-08-19,2027-12-31,INTERVENTIONAL,NA,45,University of Utah,OTHER,Hemiparesis,1,United States
NCT07479264,A Study on Intratumoral Fibrosis and α-SMA Expression in Intrahepatic Cholangiocarcinoma,COMPLETED,2018-01-01,2026-03-18,2025-05-01,OBSERVATIONAL,,169,"First Affiliated Hospital, Sun Yat-Sen University",OTHER,Intrahepatic Cholangiocarcinoma (Icc),1,China
NCT07023471,"Artificial Intelligence-assisted Colonoscopy, Tandem Study",ENROLLING_BY_INVITATION,2025-05-13,2025-06-17,2026-12-31,INTERVENTIONAL,NA,364,Mahidol University,OTHER,Artificial Intelligence (AI) | Colonoscopy Education | Adenoma Colon Polyp,1,Thailand
NCT05065931,Real-world Effectiveness Evaluation of Clinical Decision Support System Based on Artificial Intelligence (AI-CDSS),COMPLETED,2019-03-01,2021-10-04,2019-06-01,OBSERVATIONAL,,34113,Peking University Third Hospital,OTHER,Medical Informatics Applications,1,China
NCT07605130,"Efficacy and Safety Study of Digital Cognitive Training and PCSK9 Inhibitor-Enhanced Lipid-lowering Strategy in Patients With Intracranial Atherosclerotic Stenosis: A 2x2 Factorial, Randomized, Parallel-Group, Multicenter Trial",NOT_YET_RECRUITING,2026-09-17,2026-05-22,2029-07-31,INTERVENTIONAL,PHASE4,440,Peking Union Medical College Hospital,OTHER,Intracranial Arteriosclerosis | Cognitive Impairment,1,China
NCT07314853,Using Artificial Intelligence to Guide Fluid Therapy During Major Cancer Surgery: A Randomized Controlled Trial,NOT_YET_RECRUITING,2026-02,2026-01-02,2029-02,INTERVENTIONAL,NA,176,"National Cancer Institute, Naples",OTHER,Neoplasm | Cancer | Hemodynamic (MAP) Stability | Cancer Surgery | Artificial Intelligence (AI) | Fluid Therapy DURING SURGERY,1,Italy
NCT06964412,The Use of Artificial Intelligence Generated Contours in Radiation Planning of the Prostate Brachytherapy,ACTIVE_NOT_RECRUITING,2026-02-03,2025-05-09,2028-05-30,INTERVENTIONAL,NA,36,Brigham and Women's Hospital,OTHER,Prostate Cancer,1,United States
NCT05479253,AI-assisted Endoscopy Report System In Improving Reporting Quality,UNKNOWN,2021-11-01,2022-07-29,2022-12-01,INTERVENTIONAL,NA,10,Renmin Hospital of Wuhan University,OTHER,Artificial Intelligence | Endoscopy,1,China
NCT07237672,AI Based Physiotherapy 3- and 9-Month Follow-Up in Oral Cancer Patients,RECRUITING,2025-12-06,2025-11-20,2027-12,INTERVENTIONAL,NA,65,National Taiwan University Hospital,OTHER,Oral Cancer,1,Taiwan
NCT07732777,AI-Assisted Remote Insulin Pump Optimization in T1DM,RECRUITING,2026-01-28,2026-07-29,2028-12-31,INTERVENTIONAL,NA,50,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,OTHER,Type 1 Diabetes Mellitus | Type 1 Diabetes (T1D),1,China
NCT05595629,App-based Remote Blood Pressure Monitoring,COMPLETED,2022-11-07,2022-10-27,2023-08-30,INTERVENTIONAL,NA,120,Women and Infants Hospital of Rhode Island,OTHER,Gestational Hypertension | Preeclampsia | Chronic Hypertension Complicating Pregnancy,1,United States
NCT04608890,Eye-tracking-based Artificial Intelligence Detects Abnormalities of the Oculomotor System in Type 1 Diabetes,COMPLETED,2020-12-01,2020-10-29,2021-12-31,OBSERVATIONAL,,40,University of Milan,OTHER,Diabetic Neuropathies,1,Italy
NCT07684690,AI-Assisted Antidiabetic Drug Consultation System for Glycemic Control in Type 2 Diabetes Patients Managed by Non-Specialist Physicians,NOT_YET_RECRUITING,2026-07,2026-07-06,2027-11,INTERVENTIONAL,NA,400,National Taiwan University Hospital,OTHER,Type 2 Diabetes Mellitus (T2DM),1,Taiwan
NCT05241483,Remote Patient Monitoring and Detection of Possible Diseases With Artificial Intelligence Telemedicine System,UNKNOWN,2020-03-30,2022-02-15,2022-12-30,OBSERVATIONAL,,1000,Setint AI Robotic Sistem Egitim ve Danısmanlık San. Tic. A.S.,OTHER_GOV,Predictive Value of Tests | Vital Signs | Laboratory Critical Values | Relative Value Scales | Reference Values,1,Turkey (Türkiye)
NCT06766383,Simulated Patient and AI-based Roleplay for History-taking,COMPLETED,2024-10-07,2025-01-09,2024-12-15,INTERVENTIONAL,NA,56,zhen wang,OTHER,History-taking Training | GPT | Medical Education,1,China
NCT07542561,AI-Assisted Mindfulness Intervention in Emotional Distress,ACTIVE_NOT_RECRUITING,2026-04-15,2026-04-21,2029-05-15,INTERVENTIONAL,NA,550,Xinghua Liu,OTHER,Subclinical Depression | Subclinical Anxious Adults | Subclinical Emotional Distress,1,China
NCT07275190,The Use of Machine Learning Techniques for the Differential Diagnosis Between Eosinophilic Granulomatosis With Polyangiitis and Hypereosinophilic Syndrome,RECRUITING,2025-06-01,2025-12-10,2026-12,INTERVENTIONAL,NA,60,Fondazione IRCCS Policlinico San Matteo di Pavia,OTHER,EGPA - Eosinophilic Granulomatosis With Polyangiitis | HES - Hypereosinophilic Syndrome,1,Italy
NCT05942859,Applying Artificial Intelligence to the 12 Lead ECG for the Diagnosis of Pulmonary Hypertension: an Observational Study,ENROLLING_BY_INVITATION,2023-10,2023-07-12,2027-08,OBSERVATIONAL,,600,Royal United Hospitals Bath NHS Foundation Trust,OTHER,Pulmonary Hypertension (Diagnosis),1,United Kingdom
NCT04459962,Covid-19 Breath Test,COMPLETED,2020-06-29,2020-07-07,2021-01-07,INTERVENTIONAL,NA,330,Ancon Technologies Ltd,INDUSTRY,Covid-19 Infection,1,United Kingdom
NCT06380803,Surgical Skill Labs for Robotic Mastectomy and Educational Program Using a Surgical Guide by Artificial Intelligence,UNKNOWN,2021-04-29,2024-04-24,2025-01-26,OBSERVATIONAL,,64,Severance Hospital,OTHER,"Breast Neoplasms | Surgery | Educational Problems | Surgical Procedure, Unspecified",1,South Korea
NCT07255586,Self-monitoring of Hearing Aids Using Artificial Intelligence,NOT_YET_RECRUITING,2026-07-01,2025-12-01,2028-08-01,INTERVENTIONAL,NA,120,Sodra Alvsborgs Hospital,OTHER,Hearing Loss,0,
NCT06742294,"Physical Activity Routines, Education, Assessment, Literacy, and Information Technology Application in Young Children",ACTIVE_NOT_RECRUITING,2022-05-01,2024-12-19,2025-07,INTERVENTIONAL,NA,435,Chinese University of Hong Kong,OTHER,Intervention | Wait-List Control | Healthy,1,Hong Kong
NCT03422770,Ultrasonic Markers for Myocardial Fibrosis and Prognosis in Aortic Stenosis,COMPLETED,2018-01-09,2018-02-06,2020-06-30,INTERVENTIONAL,NA,132,Norwegian University of Science and Technology,OTHER,Aortic Valve Stenosis | Myocardial Fibrosis,1,Norway
NCT05790473,Artificial Intelligence Algorithm for the Screening of Abnormal Fetal Brain Findings at First Trimester Ultrasound Scan,UNKNOWN,2023-05-01,2023-03-30,2025-05-01,OBSERVATIONAL,,10000,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,OTHER,Fetal Anomaly | Brain Malformation,1,Italy
NCT07347431,Large Language Model for Understanding and Monitoring Elderly Neurocognition,RECRUITING,2026-03-19,2026-01-16,2026-12-31,OBSERVATIONAL,,60,Northumbria Healthcare NHS Foundation Trust,OTHER,Dementia,1,United Kingdom
NCT05048329,The Cascade Feasibility Pilot (Ileostomy),COMPLETED,2021-08-09,2021-09-17,2022-08-31,INTERVENTIONAL,NA,11,Endeavor Health,OTHER,Ileostomy; Complications | Ileostomy - Stoma,3,United States
NCT05077722,Monitoring of Sleep and Behavior of Children 3-7 Years Old Receiving Parent-Child Interaction Therapy With the Help of Artificial Intelligence,COMPLETED,2022-03-24,2021-10-14,2023-12-01,INTERVENTIONAL,NA,100,Mayo Clinic,OTHER,Disruptive Behavior | Attention-deficit Hyperactivity | Oppositional Defiant Disorder,1,United States
NCT05892029,Develop a Risk Prediction Model for Phthalate-ester-induced Diseases,COMPLETED,2021-01-01,2023-06-07,2022-12-31,OBSERVATIONAL,,1136,National Taipei University of Nursing and Health Sciences,OTHER,Plasticizers,2,Taiwan
NCT06777251,Changing the Future of Intestinal Failure in Intestinal Chronic Inflammation (INT-FAIL),ACTIVE_NOT_RECRUITING,2024-02-29,2025-01-15,2025-05-18,INTERVENTIONAL,NA,254,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,OTHER,Intestinal Failure | Inflammatory Bowel Diseases | Crohn Disease,1,Italy
NCT05787522,Clinical Validation of AI-Assisted Radiotherapy Contouring Software for Thoracic Organs at Risk,COMPLETED,2022-09-30,2023-03-28,2024-03-06,OBSERVATIONAL,,500,Tianjin Medical University Cancer Institute and Hospital,OTHER,Lung Cancer | Breast Cancer | Esophageal Cancer,1,China
NCT07587229,Alternative Splicing Based Prediction of Chemotherapy Response in Gastric Cancer,RECRUITING,2026-05-01,2026-05-14,2027-01-01,OBSERVATIONAL,,329,City of Hope Medical Center,OTHER,Gastric Cancer,1,United States
NCT03525054,Semantic and Syntactic Computerized Analysis of Free Speech,RECRUITING,2018-05-18,2018-05-15,2030-05-02,OBSERVATIONAL,,215,"University Hospital, Brest",OTHER,"Psychotic Disorders | Psychosis | Schizophrenia and Related Disorders | Schizophrenia Prodromal | Diagnosis, Psychiatric",3,France
NCT05594394,Improving Charge Nurse Conflict Resolution Communication Using Artificial Intelligence,COMPLETED,2022-09-19,2022-10-26,2023-08-29,OBSERVATIONAL,,35,Methodist Health System,OTHER,Conflict Resolution,1,United States
NCT04543266,Predicting Metastatic Oral Squamous Cell Carcinomas With Molecular Biomarkers Using Machine Learning,UNKNOWN,2020-09-07,2020-09-10,2023-12-31,OBSERVATIONAL,,500,The University of Hong Kong,OTHER,Oral Squamous Cell Carcinoma,1,Hong Kong
NCT04885062,Belun Ring Platform With an Improved Algorithm for OSA Assessment,COMPLETED,2021-02-01,2021-05-13,2022-06-30,INTERVENTIONAL,NA,136,Belun Technology Company Limited,OTHER,Sleep-Disordered Breathing | Sleep Architecture,1,United States
NCT05490823,Validation of a Smartphone App for Anemia Screening Among General Population,UNKNOWN,2018-12-01,2022-08-08,2022-12-01,INTERVENTIONAL,NA,1000,Sun Yat-sen University,OTHER,Anemia,1,China
NCT05284227,Artificial Intelligence-augmented Perioperative Clinical Decision Support,COMPLETED,2023-04-26,2022-03-17,2024-01-01,INTERVENTIONAL,NA,210,Wuerzburg University Hospital,OTHER,ASA Class III/IV Patients | Surgery | Clinical Decision Support Systems,1,Germany
NCT06259461,Machine Learning to Construct an Association Model for Lung Cancer and Environmental Hormone,UNKNOWN,2023-01-01,2024-02-14,2024-06-30,OBSERVATIONAL,,128,Pei-Hung Liao,OTHER,Lung Neoplasms,2,Taiwan
NCT05903898,Improving Stroke Care in North-Norway Through Artificial Intelligence,RECRUITING,2023-06-01,2023-06-15,2030-12-31,INTERVENTIONAL,NA,1000,University Hospital of North Norway,OTHER,Ischemic Stroke,1,Norway
NCT06666907,Artificial Intelligence in Smile Designing,COMPLETED,2024-12-01,2024-10-31,2025-05-01,INTERVENTIONAL,NA,10,Cairo University,OTHER,"Esthetics, Dental",1,Egypt
NCT06886529,PACT Involvement in Cardiology Patients,ACTIVE_NOT_RECRUITING,2025-10-16,2025-03-20,2027-10-16,INTERVENTIONAL,NA,1000,The Hospital for Sick Children,OTHER,Machine Learning | Cardiovascular Outcome | Pediatric Palliative Care | Pediatric Cardiology,1,Canada
NCT06355557,"Human vs Machine: a RCT Comparing Traditional In-person Instruction, AI Versus VR for Learning Basic CCE",UNKNOWN,2024-04-04,2024-04-09,2025-01,INTERVENTIONAL,NA,66,Tan Tock Seng Hospital,OTHER,Ultrasound,1,Singapore
NCT04777019,Computer Aided Polyp Detection (C3PO) Trial,WITHDRAWN,2020-06-07,2021-03-02,2025-06-06,OBSERVATIONAL,,0,"The University of Texas Health Science Center, Houston",OTHER,Colonic Polyp,0,
NCT04637230,Prevention of Stroke and Sudden Cardiac Death by Recording of 1-Channel Electrocardiograms,UNKNOWN,2021-10-01,2020-11-19,2023-06-30,OBSERVATIONAL,,10000,A-Rhythmik GmbH,OTHER,"Sinus Rhythm | Atrial Fibrillation | Atrial Premature Complexes | Ventricular Premature Complexes | Ventricular Tachycardia, Nonsustained",1,Germany
NCT04191330,Artificial Intelligence Mobile Health Trial Of A Digital Platform To Optimize GDMT Using Wearable Sensors,UNKNOWN,2020-01-27,2019-12-09,2024-08-31,INTERVENTIONAL,NA,122,Biofourmis Inc.,INDUSTRY,Heart Failure,14,United States
NCT05633732,Developing Echocardiography Image Quality Management System Based on Deep Learning,UNKNOWN,2022-12-30,2022-12-01,2025-12-31,OBSERVATIONAL,,2000,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,OTHER,Echocardiography,1,China
NCT07677371,Position-Specific Lower Limb Performance and AI-Based Injury Risk Analysis in Young Male Basketball Players,COMPLETED,2026-05-15,2026-06-30,2026-05-22,OBSERVATIONAL,,81,Istanbul Gelisim University,OTHER,Basketball Performance | Sports Injury Risk | Lower Extremity Performance | Athletic Performance | Injury Prevention | Youth Basketball Players,1,Turkey (Türkiye)
NCT05289128,EEG as Predictor of HD-tDCS Effectiveness in Long COVID-19,UNKNOWN,2022-02-07,2022-03-21,2022-07-31,INTERVENTIONAL,NA,30,Federal University of Paraíba,OTHER,Coronavirus COVID-19 | Respiratory Infection,1,Brazil
NCT07265011,Ultrasound-Based Estimation of Hepatic Steatosis in Pediatric MASLD,COMPLETED,2024-12-31,2025-12-04,2025-09-23,INTERVENTIONAL,NA,50,Jae Won Choi,OTHER,MASLD | Pediatric,1,South Korea
NCT07612436,AI-empowered Nudge to Improve Colonoscopy Uptake (AINC),NOT_YET_RECRUITING,2026-05-30,2026-05-28,2027-12-31,INTERVENTIONAL,NA,1680,Fudan University,OTHER,Colorectal Neoplasms | Colonoscopy,0,
NCT06342401,Early Onset Colorectal Cancer Detection,RECRUITING,2023-04-15,2024-04-02,2028-06-18,OBSERVATIONAL,,400,City of Hope Medical Center,OTHER,Colorectal Cancer | Colorectal Neoplasms | Colorectal Adenocarcinoma | Colorectal Cancer Stage I | Colorectal Cancer Stage IV | Colorectal Cancer Stage II | Colorectal Cancer Stage III | Colorectal Ne,13,Italy | Japan | Spain | United States
NCT06083519,Assessment of a Novel Sound-based Treatment for Managing Distress Related to Tinnitus,COMPLETED,2024-12-01,2023-10-16,2026-05-15,INTERVENTIONAL,NA,54,Toronto Metropolitan University,OTHER,Tinnitus,1,Canada
NCT06314295,Automated Echocardiographic Detection of Coronary Artery Disease Using Artificial Intelligence Methods,RECRUITING,2024-03-11,2024-03-18,2026-05-11,OBSERVATIONAL,,1500,Beijing Hospital,OTHER_GOV,Coronary Artery Disease,1,China
NCT05257239,Acceptability and User Perceptions of Artificial Intelligence-based Mobile Applications Adoption for Weight Management: A Sequential Explanatory Study,UNKNOWN,2022-02-17,2022-02-25,2023-06-30,OBSERVATIONAL,,600,"National University Health System, Singapore",OTHER,Weight Management,1,Singapore
NCT07056998,"On Previously Root Canal-treated Patients Using an AI Program, Detect the Accuracy of it in the Detection of Root Canal Obturation Quality on CBCT Compared With Conventional PA Radiography, e.g., Voids, Length of Obturation, and Density, and Then do Retreatment if Any Failure is Recorded.",ENROLLING_BY_INVITATION,2025-04-01,2025-07-09,2025-10-30,INTERVENTIONAL,NA,3,Tala Ghassan Hassan Odeh,OTHER,Root Canal Treatment,1,Egypt
